method,dataset,accuracy
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.8154566744730679
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.819672131147541
SAGEConv,cora,0.8295081967213115
SAGEConv,cora,0.8140515222482435
SAGEConv,cora,0.8131147540983606
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.8224824355971897
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.804215456674473
SAGEConv,cora,0.8088992974238876
SAGEConv,cora,0.804215456674473
SAGEConv,cora,0.7892271662763466
SAGEConv,cora,0.8009367681498829
SAGEConv,cora,0.8070257611241218
SAGEConv,cora,0.7915690866510539
SAGEConv,cora,0.8056206088992974
SAGEConv,cora,0.8079625292740047
SAGEConv,cora,0.8037470725995316
SAGEConv,cora,0.8060889929742389
SAGEConv,cora,0.8093676814988291
SAGEConv,cora,0.8018735362997658
SAGEConv,cora,0.8037470725995316
SAGEConv,cora,0.7943793911007025
SAGEConv,cora,0.8070257611241218
SAGEConv,cora,0.7971896955503512
SAGEConv,cora,0.7981264637002342
SAGEConv,cora,0.7929742388758783
SAGEConv,cora,0.8032786885245902
SAGEConv,cora,0.805152224824356
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.7934426229508197
SAGEConv,cora,0.7892271662763466
SAGEConv,cora,0.8060889929742389
SAGEConv,cora,0.8163934426229508
SAGEConv,cora,0.789695550351288
SAGEConv,cora,0.8149882903981265
SAGEConv,cora,0.8009367681498829
SAGEConv,cora,0.7985948477751756
SAGEConv,cora,0.7976580796252928
SAGEConv,cora,0.790632318501171
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.7892271662763466
SAGEConv,cora,0.7971896955503512
SAGEConv,cora,0.789695550351288
SAGEConv,cora,0.8032786885245902
SAGEConv,cora,0.8037470725995316
SAGEConv,cora,0.7985948477751756
SAGEConv,cora,0.8098360655737705
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.8117096018735362
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.8074941451990633
SAGEConv,cora,0.8056206088992974
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.8093676814988291
SAGEConv,cora,0.7967213114754098
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.8079625292740047
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.7250585480093676
SAGEConv,cora,0.7629976580796253
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.8126463700234192
SAGEConv,cora,0.8037470725995316
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.8182669789227166
SAGEConv,cora,0.8177985948477752
SAGEConv,cora,0.8224824355971897
SAGEConv,cora,0.8074941451990633
SAGEConv,cora,0.8224824355971897
SAGEConv,cora,0.8215456674473068
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.8201405152224824
SAGEConv,cora,0.8140515222482435
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8131147540983606
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8173302107728337
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.7976580796252928
SAGEConv,cora,0.8149882903981265
SAGEConv,cora,0.8060889929742389
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.8224824355971897
SAGEConv,cora,0.7920374707259953
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.7836065573770492
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8117096018735362
SAGEConv,cora,0.8018735362997658
SAGEConv,cora,0.8140515222482435
SAGEConv,cora,0.7981264637002342
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.8154566744730679
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8107728337236534
SAGEConv,cora,0.7911007025761124
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.7676814988290398
SAGEConv,cora,0.7939110070257611
SAGEConv,cora,0.8004683840749415
SAGEConv,cora,0.7962529274004684
SAGEConv,cora,0.7925058548009367
SAGEConv,cora,0.7976580796252928
SAGEConv,cora,0.7981264637002342
SAGEConv,cora,0.7943793911007025
SAGEConv,cora,0.8009367681498829
SAGEConv,cora,0.7920374707259953
SAGEConv,cora,0.7578454332552693
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.7686182669789228
SAGEConv,cora,0.7634660421545667
SAGEConv,cora,0.8056206088992974
SAGEConv,cora,0.8079625292740047
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.794847775175644
SAGEConv,cora,0.7775175644028103
SAGEConv,cora,0.8074941451990633
SAGEConv,cora,0.7925058548009367
SAGEConv,cora,0.794847775175644
SAGEConv,cora,0.7981264637002342
SAGEConv,cora,0.8046838407494146
SAGEConv,cora,0.8014051522248243
SAGEConv,cora,0.7953161592505855
SAGEConv,cora,0.804215456674473
SAGEConv,cora,0.8070257611241218
SAGEConv,cora,0.8037470725995316
SAGEConv,cora,0.7925058548009367
SAGEConv,cora,0.7934426229508197
SAGEConv,cora,0.795784543325527
SAGEConv,cora,0.7939110070257611
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.789695550351288
SAGEConv,cora,0.8149882903981265
SAGEConv,cora,0.8351288056206089
SAGEConv,cora,0.8370023419203747
SAGEConv,cora,0.8262295081967214
SAGEConv,cora,0.8360655737704918
SAGEConv,cora,0.8374707259953161
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.833255269320843
SAGEConv,cora,0.8290398126463701
SAGEConv,cora,0.8355971896955503
SAGEConv,cora,0.8355971896955503
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8295081967213115
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8384074941451991
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8295081967213115
SAGEConv,cora,0.8079625292740047
SAGEConv,cora,0.8299765807962529
SAGEConv,cora,0.8313817330210773
SAGEConv,cora,0.8088992974238876
SAGEConv,cora,0.8215456674473068
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.794847775175644
SAGEConv,cora,0.8107728337236534
SAGEConv,cora,0.8224824355971897
SAGEConv,cora,0.7817330210772834
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.7747072599531616
SAGEConv,cora,0.8304449648711943
SAGEConv,cora,0.8163934426229508
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.7807962529274005
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.8107728337236534
SAGEConv,cora,0.8149882903981265
SAGEConv,cora,0.8131147540983606
SAGEConv,cora,0.8182669789227166
SAGEConv,cora,0.8177985948477752
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.7953161592505855
SAGEConv,cora,0.8154566744730679
SAGEConv,cora,0.8121779859484778
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.819672131147541
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.780327868852459
SAGEConv,cora,0.8037470725995316
SAGEConv,cora,0.8252927400468384
SAGEConv,cora,0.7943793911007025
SAGEConv,cora,0.7976580796252928
SAGEConv,cora,0.8173302107728337
SAGEConv,cora,0.7812646370023419
SAGEConv,cora,0.7611241217798594
SAGEConv,cora,0.8107728337236534
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.8107728337236534
SAGEConv,cora,0.8014051522248243
SAGEConv,cora,0.8140515222482435
SAGEConv,cora,0.7967213114754098
SAGEConv,cora,0.8154566744730679
SAGEConv,cora,0.8285714285714286
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.7967213114754098
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8107728337236534
SAGEConv,cora,0.7962529274004684
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.8173302107728337
SAGEConv,cora,0.8046838407494146
SAGEConv,cora,0.8252927400468384
SAGEConv,cora,0.8163934426229508
SAGEConv,cora,0.7765807962529274
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.819672131147541
SAGEConv,cora,0.8140515222482435
SAGEConv,cora,0.7943793911007025
SAGEConv,cora,0.7634660421545667
SAGEConv,cora,0.789695550351288
SAGEConv,cora,0.8004683840749415
SAGEConv,cora,0.7868852459016393
SAGEConv,cora,0.785480093676815
SAGEConv,cora,0.7723653395784543
SAGEConv,cora,0.7943793911007025
SAGEConv,cora,0.7728337236533958
SAGEConv,cora,0.7953161592505855
SAGEConv,cora,0.7953161592505855
SAGEConv,cora,0.7840749414519906
SAGEConv,cora,0.7765807962529274
SAGEConv,cora,0.7812646370023419
SAGEConv,cora,0.7953161592505855
SAGEConv,cora,0.7915690866510539
SAGEConv,cora,0.7943793911007025
SAGEConv,cora,0.7939110070257611
SAGEConv,cora,0.7892271662763466
SAGEConv,cora,0.7915690866510539
SAGEConv,cora,0.7864168618266979
SAGEConv,cora,0.8032786885245902
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.8046838407494146
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.7981264637002342
SAGEConv,cora,0.8032786885245902
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.7943793911007025
SAGEConv,cora,0.7990632318501171
SAGEConv,cora,0.8056206088992974
SAGEConv,cora,0.8
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8009367681498829
SAGEConv,cora,0.7873536299765808
SAGEConv,cora,0.8060889929742389
SAGEConv,cora,0.8046838407494146
SAGEConv,cora,0.8098360655737705
SAGEConv,cora,0.7962529274004684
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.7934426229508197
SAGEConv,cora,0.8014051522248243
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.7770491803278688
SAGEConv,cora,0.8004683840749415
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.8
SAGEConv,cora,0.8009367681498829
SAGEConv,cora,0.8056206088992974
SAGEConv,cora,0.8018735362997658
SAGEConv,cora,0.7840749414519906
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.8074941451990633
SAGEConv,cora,0.7934426229508197
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.7873536299765808
SAGEConv,cora,0.7878220140515223
SAGEConv,cora,0.7864168618266979
SAGEConv,cora,0.7887587822014052
SAGEConv,cora,0.7934426229508197
SAGEConv,cora,0.8121779859484778
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.8262295081967214
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8276346604215457
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.8074941451990633
SAGEConv,cora,0.8023419203747073
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8215456674473068
SAGEConv,cora,0.8384074941451991
SAGEConv,cora,0.8468384074941452
SAGEConv,cora,0.8430913348946136
SAGEConv,cora,0.8421545667447307
SAGEConv,cora,0.8412177985948478
SAGEConv,cora,0.8365339578454333
SAGEConv,cora,0.8440281030444965
SAGEConv,cora,0.8346604215456674
SAGEConv,cora,0.8412177985948478
SAGEConv,cora,0.8449648711943794
SAGEConv,cora,0.8449648711943794
SAGEConv,cora,0.8402810304449648
SAGEConv,cora,0.8477751756440282
SAGEConv,cora,0.8449648711943794
SAGEConv,cora,0.8491803278688524
SAGEConv,cora,0.8449648711943794
SAGEConv,cora,0.8463700234192038
SAGEConv,cora,0.8435597189695551
SAGEConv,cora,0.8435597189695551
SAGEConv,cora,0.8468384074941452
SAGEConv,cora,0.8149882903981265
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.8154566744730679
SAGEConv,cora,0.8295081967213115
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.8163934426229508
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.819672131147541
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8215456674473068
SAGEConv,cora,0.8173302107728337
SAGEConv,cora,0.8252927400468384
SAGEConv,cora,0.834192037470726
SAGEConv,cora,0.8285714285714286
SAGEConv,cora,0.7915690866510539
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.8182669789227166
SAGEConv,cora,0.8023419203747073
SAGEConv,cora,0.7976580796252928
SAGEConv,cora,0.7887587822014052
SAGEConv,cora,0.7911007025761124
SAGEConv,cora,0.7826697892271662
SAGEConv,cora,0.7784543325526933
SAGEConv,cora,0.8060889929742389
SAGEConv,cora,0.7892271662763466
SAGEConv,cora,0.7859484777517565
SAGEConv,cora,0.7887587822014052
SAGEConv,cora,0.776112412177986
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.795784543325527
SAGEConv,cora,0.8060889929742389
SAGEConv,cora,0.7845433255269321
SAGEConv,cora,0.7822014051522248
SAGEConv,cora,0.7967213114754098
SAGEConv,cora,0.7911007025761124
SAGEConv,cora,0.789695550351288
SAGEConv,cora,0.7433255269320843
SAGEConv,cora,0.794847775175644
SAGEConv,cora,0.8177985948477752
SAGEConv,cora,0.8224824355971897
SAGEConv,cora,0.8276346604215457
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8093676814988291
SAGEConv,cora,0.834192037470726
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.8121779859484778
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8323185011709602
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8154566744730679
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.8117096018735362
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8309133489461358
SAGEConv,cora,0.8201405152224824
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.7873536299765808
SAGEConv,cora,0.8018735362997658
SAGEConv,cora,0.7962529274004684
SAGEConv,cora,0.7859484777517565
SAGEConv,cora,0.7868852459016393
SAGEConv,cora,0.7812646370023419
SAGEConv,cora,0.8004683840749415
SAGEConv,cora,0.7536299765807962
SAGEConv,cora,0.7555035128805621
SAGEConv,cora,0.7967213114754098
SAGEConv,cora,0.8121779859484778
SAGEConv,cora,0.8056206088992974
SAGEConv,cora,0.7887587822014052
SAGEConv,cora,0.7634660421545667
SAGEConv,cora,0.7981264637002342
SAGEConv,cora,0.795784543325527
SAGEConv,cora,0.7733021077283372
SAGEConv,cora,0.805152224824356
SAGEConv,cora,0.785480093676815
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.8093676814988291
SAGEConv,cora,0.8056206088992974
SAGEConv,cora,0.8098360655737705
SAGEConv,cora,0.805152224824356
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.7648711943793911
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.805152224824356
SAGEConv,cora,0.8018735362997658
SAGEConv,cora,0.8014051522248243
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.8088992974238876
SAGEConv,cora,0.7840749414519906
SAGEConv,cora,0.8070257611241218
SAGEConv,cora,0.8
SAGEConv,cora,0.7981264637002342
SAGEConv,cora,0.8046838407494146
SAGEConv,cora,0.8009367681498829
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.8093676814988291
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.8177985948477752
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.7859484777517565
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.7934426229508197
SAGEConv,cora,0.789695550351288
SAGEConv,cora,0.7934426229508197
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.795784543325527
SAGEConv,cora,0.7985948477751756
SAGEConv,cora,0.7971896955503512
SAGEConv,cora,0.8070257611241218
SAGEConv,cora,0.7812646370023419
SAGEConv,cora,0.8037470725995316
SAGEConv,cora,0.7704918032786885
SAGEConv,cora,0.8074941451990633
SAGEConv,cora,0.804215456674473
SAGEConv,cora,0.8173302107728337
SAGEConv,cora,0.8149882903981265
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8215456674473068
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8131147540983606
SAGEConv,cora,0.8126463700234192
SAGEConv,cora,0.819672131147541
SAGEConv,cora,0.8215456674473068
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.8107728337236534
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.8018735362997658
SAGEConv,cora,0.8060889929742389
SAGEConv,cora,0.8201405152224824
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8276346604215457
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.8131147540983606
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.8201405152224824
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8126463700234192
SAGEConv,cora,0.8215456674473068
SAGEConv,cora,0.8173302107728337
SAGEConv,cora,0.7939110070257611
SAGEConv,cora,0.8182669789227166
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.7934426229508197
SAGEConv,cora,0.7826697892271662
SAGEConv,cora,0.7873536299765808
SAGEConv,cora,0.7925058548009367
SAGEConv,cora,0.790632318501171
SAGEConv,cora,0.7779859484777517
SAGEConv,cora,0.7882903981264637
SAGEConv,cora,0.7976580796252928
SAGEConv,cora,0.7850117096018735
SAGEConv,cora,0.7704918032786885
SAGEConv,cora,0.795784543325527
SAGEConv,cora,0.7939110070257611
SAGEConv,cora,0.7887587822014052
SAGEConv,cora,0.7850117096018735
SAGEConv,cora,0.7934426229508197
SAGEConv,cora,0.7836065573770492
SAGEConv,cora,0.7943793911007025
SAGEConv,cora,0.7695550351288056
SAGEConv,cora,0.7807962529274005
SAGEConv,cora,0.7925058548009367
SAGEConv,cora,0.8173302107728337
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.8023419203747073
SAGEConv,cora,0.8070257611241218
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8117096018735362
SAGEConv,cora,0.7873536299765808
SAGEConv,cora,0.7775175644028103
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.7929742388758783
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8131147540983606
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.8032786885245902
SAGEConv,cora,0.8201405152224824
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.8252927400468384
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8309133489461358
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8252927400468384
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8285714285714286
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.8281030444964871
SAGEConv,cora,0.8177985948477752
SAGEConv,cora,0.8131147540983606
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.833255269320843
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8318501170960187
SAGEConv,cora,0.8309133489461358
SAGEConv,cora,0.804215456674473
SAGEConv,cora,0.8252927400468384
SAGEConv,cora,0.7976580796252928
SAGEConv,cora,0.8088992974238876
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.8346604215456674
SAGEConv,cora,0.8163934426229508
SAGEConv,cora,0.7789227166276347
SAGEConv,cora,0.8262295081967214
SAGEConv,cora,0.8098360655737705
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.7990632318501171
SAGEConv,cora,0.8126463700234192
SAGEConv,cora,0.8281030444964871
SAGEConv,cora,0.8177985948477752
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8416861826697892
SAGEConv,cora,0.8388758782201405
SAGEConv,cora,0.8370023419203747
SAGEConv,cora,0.8426229508196721
SAGEConv,cora,0.8313817330210773
SAGEConv,cora,0.8477751756440282
SAGEConv,cora,0.8365339578454333
SAGEConv,cora,0.8323185011709602
SAGEConv,cora,0.8407494145199064
SAGEConv,cora,0.8444964871194379
SAGEConv,cora,0.8379391100702576
SAGEConv,cora,0.8276346604215457
SAGEConv,cora,0.8384074941451991
SAGEConv,cora,0.8430913348946136
SAGEConv,cora,0.8426229508196721
SAGEConv,cora,0.8529274004683841
SAGEConv,cora,0.834192037470726
SAGEConv,cora,0.8299765807962529
SAGEConv,cora,0.8262295081967214
SAGEConv,cora,0.8351288056206089
SAGEConv,cora,0.8412177985948478
SAGEConv,cora,0.8370023419203747
SAGEConv,cora,0.8365339578454333
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8407494145199064
SAGEConv,cora,0.8374707259953161
SAGEConv,cora,0.8384074941451991
SAGEConv,cora,0.8402810304449648
SAGEConv,cora,0.8360655737704918
SAGEConv,cora,0.8421545667447307
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8379391100702576
SAGEConv,cora,0.8416861826697892
SAGEConv,cora,0.8440281030444965
SAGEConv,cora,0.8440281030444965
SAGEConv,cora,0.8313817330210773
SAGEConv,cora,0.8355971896955503
SAGEConv,cora,0.8337236533957846
SAGEConv,cora,0.8365339578454333
SAGEConv,cora,0.8426229508196721
SAGEConv,cora,0.8360655737704918
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.8355971896955503
SAGEConv,cora,0.8379391100702576
SAGEConv,cora,0.8463700234192038
SAGEConv,cora,0.7826697892271662
SAGEConv,cora,0.839344262295082
SAGEConv,cora,0.8379391100702576
SAGEConv,cora,0.833255269320843
SAGEConv,cora,0.8351288056206089
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8384074941451991
SAGEConv,cora,0.819672131147541
SAGEConv,cora,0.8426229508196721
SAGEConv,cora,0.8374707259953161
SAGEConv,cora,0.8407494145199064
SAGEConv,cora,0.8374707259953161
SAGEConv,cora,0.7990632318501171
SAGEConv,cora,0.8370023419203747
SAGEConv,cora,0.8224824355971897
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8262295081967214
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.8079625292740047
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8252927400468384
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8014051522248243
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.8098360655737705
SAGEConv,cora,0.7798594847775175
SAGEConv,cora,0.794847775175644
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.8131147540983606
SAGEConv,cora,0.8224824355971897
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8224824355971897
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.7831381733021078
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.8117096018735362
SAGEConv,cora,0.7517564402810304
SAGEConv,cora,0.7592505854800937
SAGEConv,cora,0.8154566744730679
SAGEConv,cora,0.8023419203747073
SAGEConv,cora,0.8163934426229508
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.8032786885245902
SAGEConv,cora,0.7892271662763466
SAGEConv,cora,0.8140515222482435
SAGEConv,cora,0.8140515222482435
SAGEConv,cora,0.8088992974238876
SAGEConv,cora,0.8177985948477752
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.804215456674473
SAGEConv,cora,0.8074941451990633
SAGEConv,cora,0.7882903981264637
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.8079625292740047
SAGEConv,cora,0.8070257611241218
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.8088992974238876
SAGEConv,cora,0.7793911007025761
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.7943793911007025
SAGEConv,cora,0.7971896955503512
SAGEConv,cora,0.8079625292740047
SAGEConv,cora,0.7990632318501171
SAGEConv,cora,0.8009367681498829
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.8121779859484778
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.8421545667447307
SAGEConv,cora,0.8360655737704918
SAGEConv,cora,0.8454332552693209
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.8351288056206089
SAGEConv,cora,0.819672131147541
SAGEConv,cora,0.8009367681498829
SAGEConv,cora,0.8318501170960187
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.8346604215456674
SAGEConv,cora,0.8182669789227166
SAGEConv,cora,0.8215456674473068
SAGEConv,cora,0.7864168618266979
SAGEConv,cora,0.8430913348946136
SAGEConv,cora,0.8304449648711943
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.834192037470726
SAGEConv,cora,0.8224824355971897
SAGEConv,cora,0.8355971896955503
SAGEConv,cora,0.8177985948477752
SAGEConv,cora,0.8351288056206089
SAGEConv,cora,0.8281030444964871
SAGEConv,cora,0.8346604215456674
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8327868852459016
SAGEConv,cora,0.8290398126463701
SAGEConv,cora,0.8313817330210773
SAGEConv,cora,0.8346604215456674
SAGEConv,cora,0.8304449648711943
SAGEConv,cora,0.8309133489461358
SAGEConv,cora,0.834192037470726
SAGEConv,cora,0.8295081967213115
SAGEConv,cora,0.8323185011709602
SAGEConv,cora,0.8402810304449648
SAGEConv,cora,0.8313817330210773
SAGEConv,cora,0.8337236533957846
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8318501170960187
SAGEConv,cora,0.8295081967213115
SAGEConv,cora,0.8121779859484778
SAGEConv,cora,0.8088992974238876
SAGEConv,cora,0.8098360655737705
SAGEConv,cora,0.819672131147541
SAGEConv,cora,0.7976580796252928
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.7864168618266979
SAGEConv,cora,0.8121779859484778
