method,dataset,accuracy
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.8121779859484778
SAGEConv,cora,0.7990632318501171
SAGEConv,cora,0.7925058548009367
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.8117096018735362
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.7953161592505855
SAGEConv,cora,0.8177985948477752
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.7962529274004684
SAGEConv,cora,0.8131147540983606
SAGEConv,cora,0.7873536299765808
SAGEConv,cora,0.789695550351288
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.7953161592505855
SAGEConv,cora,0.7878220140515223
SAGEConv,cora,0.7756440281030444
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.7784543325526933
SAGEConv,cora,0.794847775175644
SAGEConv,cora,0.7990632318501171
SAGEConv,cora,0.795784543325527
SAGEConv,cora,0.7873536299765808
SAGEConv,cora,0.7714285714285715
SAGEConv,cora,0.789695550351288
SAGEConv,cora,0.7911007025761124
SAGEConv,cora,0.7967213114754098
SAGEConv,cora,0.7929742388758783
SAGEConv,cora,0.7859484777517565
SAGEConv,cora,0.7887587822014052
SAGEConv,cora,0.7971896955503512
SAGEConv,cora,0.7971896955503512
SAGEConv,cora,0.8173302107728337
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8224824355971897
SAGEConv,cora,0.819672131147541
SAGEConv,cora,0.8281030444964871
SAGEConv,cora,0.8093676814988291
SAGEConv,cora,0.7925058548009367
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8131147540983606
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8074941451990633
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.8121779859484778
SAGEConv,cora,0.7962529274004684
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.7981264637002342
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.804215456674473
SAGEConv,cora,0.8126463700234192
SAGEConv,cora,0.8046838407494146
SAGEConv,cora,0.8004683840749415
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8149882903981265
SAGEConv,cora,0.805152224824356
SAGEConv,cora,0.7939110070257611
SAGEConv,cora,0.8079625292740047
SAGEConv,cora,0.804215456674473
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.8046838407494146
SAGEConv,cora,0.7934426229508197
SAGEConv,cora,0.8088992974238876
SAGEConv,cora,0.8290398126463701
SAGEConv,cora,0.839344262295082
SAGEConv,cora,0.8309133489461358
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8309133489461358
SAGEConv,cora,0.8295081967213115
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8299765807962529
SAGEConv,cora,0.8355971896955503
SAGEConv,cora,0.8299765807962529
SAGEConv,cora,0.8262295081967214
SAGEConv,cora,0.834192037470726
SAGEConv,cora,0.8295081967213115
SAGEConv,cora,0.8309133489461358
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.7953161592505855
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.7822014051522248
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.790632318501171
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.7981264637002342
SAGEConv,cora,0.7981264637002342
SAGEConv,cora,0.7569086651053865
SAGEConv,cora,0.7709601873536299
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.7971896955503512
SAGEConv,cora,0.8046838407494146
SAGEConv,cora,0.805152224824356
SAGEConv,cora,0.8032786885245902
SAGEConv,cora,0.7920374707259953
SAGEConv,cora,0.7925058548009367
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.794847775175644
SAGEConv,cora,0.8037470725995316
SAGEConv,cora,0.8037470725995316
SAGEConv,cora,0.7962529274004684
SAGEConv,cora,0.8023419203747073
SAGEConv,cora,0.805152224824356
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.7962529274004684
SAGEConv,cora,0.8070257611241218
SAGEConv,cora,0.8056206088992974
SAGEConv,cora,0.8117096018735362
SAGEConv,cora,0.8023419203747073
SAGEConv,cora,0.8056206088992974
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.8060889929742389
SAGEConv,cora,0.8060889929742389
SAGEConv,cora,0.8079625292740047
SAGEConv,cora,0.804215456674473
SAGEConv,cora,0.8037470725995316
SAGEConv,cora,0.7985948477751756
SAGEConv,cora,0.8014051522248243
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.819672131147541
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8107728337236534
SAGEConv,cora,0.8313817330210773
SAGEConv,cora,0.804215456674473
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8088992974238876
SAGEConv,cora,0.8285714285714286
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8299765807962529
SAGEConv,cora,0.8313817330210773
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8173302107728337
SAGEConv,cora,0.8346604215456674
SAGEConv,cora,0.8224824355971897
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8018735362997658
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.8177985948477752
SAGEConv,cora,0.7887587822014052
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.8117096018735362
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.8018735362997658
SAGEConv,cora,0.804215456674473
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.805152224824356
SAGEConv,cora,0.7990632318501171
SAGEConv,cora,0.8098360655737705
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.7976580796252928
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.7915690866510539
SAGEConv,cora,0.7943793911007025
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.8290398126463701
SAGEConv,cora,0.8323185011709602
SAGEConv,cora,0.8309133489461358
SAGEConv,cora,0.8299765807962529
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8337236533957846
SAGEConv,cora,0.8121779859484778
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8163934426229508
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8285714285714286
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8318501170960187
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8327868852459016
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.8281030444964871
SAGEConv,cora,0.8121779859484778
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.8220140515222483
SAGEConv,cora,0.8295081967213115
SAGEConv,cora,0.7971896955503512
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8117096018735362
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.8140515222482435
SAGEConv,cora,0.7873536299765808
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.8126463700234192
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8009367681498829
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.8224824355971897
SAGEConv,cora,0.8149882903981265
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.8088992974238876
SAGEConv,cora,0.7990632318501171
SAGEConv,cora,0.8201405152224824
SAGEConv,cora,0.8182669789227166
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.7990632318501171
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.794847775175644
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.7690866510538642
SAGEConv,cora,0.8276346604215457
SAGEConv,cora,0.8060889929742389
SAGEConv,cora,0.8088992974238876
SAGEConv,cora,0.789695550351288
SAGEConv,cora,0.8182669789227166
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.8093676814988291
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.8163934426229508
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8126463700234192
SAGEConv,cora,0.8121779859484778
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8215456674473068
SAGEConv,cora,0.8182669789227166
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.8163934426229508
SAGEConv,cora,0.8163934426229508
SAGEConv,cora,0.8074941451990633
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8182669789227166
SAGEConv,cora,0.8028103044496487
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.8117096018735362
SAGEConv,cora,0.8121779859484778
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.8046838407494146
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.7962529274004684
SAGEConv,cora,0.7822014051522248
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.7953161592505855
SAGEConv,cora,0.7990632318501171
SAGEConv,cora,0.8084309133489461
SAGEConv,cora,0.8009367681498829
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.8056206088992974
SAGEConv,cora,0.8
SAGEConv,cora,0.8088992974238876
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.8304449648711943
SAGEConv,cora,0.8276346604215457
SAGEConv,cora,0.8154566744730679
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.8299765807962529
SAGEConv,cora,0.8304449648711943
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8177985948477752
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.7985948477751756
SAGEConv,cora,0.8177985948477752
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8252927400468384
SAGEConv,cora,0.805152224824356
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.8201405152224824
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.7929742388758783
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.7943793911007025
SAGEConv,cora,0.8037470725995316
SAGEConv,cora,0.8309133489461358
SAGEConv,cora,0.8046838407494146
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.8023419203747073
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8168618266978923
SAGEConv,cora,0.8182669789227166
SAGEConv,cora,0.8177985948477752
SAGEConv,cora,0.8201405152224824
SAGEConv,cora,0.8304449648711943
SAGEConv,cora,0.8440281030444965
SAGEConv,cora,0.8351288056206089
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8313817330210773
SAGEConv,cora,0.819672131147541
SAGEConv,cora,0.8299765807962529
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8355971896955503
SAGEConv,cora,0.8351288056206089
SAGEConv,cora,0.8281030444964871
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8384074941451991
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8285714285714286
SAGEConv,cora,0.8313817330210773
SAGEConv,cora,0.8262295081967214
SAGEConv,cora,0.7775175644028103
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.7934426229508197
SAGEConv,cora,0.7915690866510539
SAGEConv,cora,0.8037470725995316
SAGEConv,cora,0.7695550351288056
SAGEConv,cora,0.7868852459016393
SAGEConv,cora,0.7822014051522248
SAGEConv,cora,0.7569086651053865
SAGEConv,cora,0.7789227166276347
SAGEConv,cora,0.7864168618266979
SAGEConv,cora,0.7629976580796253
SAGEConv,cora,0.7634660421545667
SAGEConv,cora,0.790632318501171
SAGEConv,cora,0.7583138173302107
SAGEConv,cora,0.7662763466042155
SAGEConv,cora,0.7892271662763466
SAGEConv,cora,0.7920374707259953
SAGEConv,cora,0.7526932084309134
SAGEConv,cora,0.7826697892271662
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.8154566744730679
SAGEConv,cora,0.8351288056206089
SAGEConv,cora,0.8360655737704918
SAGEConv,cora,0.8126463700234192
SAGEConv,cora,0.8430913348946136
SAGEConv,cora,0.8318501170960187
SAGEConv,cora,0.8365339578454333
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8140515222482435
SAGEConv,cora,0.8313817330210773
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8426229508196721
SAGEConv,cora,0.8337236533957846
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.8351288056206089
SAGEConv,cora,0.8327868852459016
SAGEConv,cora,0.8304449648711943
SAGEConv,cora,0.833255269320843
SAGEConv,cora,0.8131147540983606
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8295081967213115
SAGEConv,cora,0.8309133489461358
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8149882903981265
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8262295081967214
SAGEConv,cora,0.8309133489461358
SAGEConv,cora,0.8107728337236534
SAGEConv,cora,0.8107728337236534
SAGEConv,cora,0.8318501170960187
SAGEConv,cora,0.8065573770491803
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8281030444964871
SAGEConv,cora,0.8060889929742389
SAGEConv,cora,0.8210772833723653
SAGEConv,cora,0.8074941451990633
SAGEConv,cora,0.8046838407494146
SAGEConv,cora,0.7971896955503512
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.8056206088992974
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.8079625292740047
SAGEConv,cora,0.8131147540983606
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.7859484777517565
SAGEConv,cora,0.8121779859484778
SAGEConv,cora,0.7864168618266979
SAGEConv,cora,0.8014051522248243
SAGEConv,cora,0.8060889929742389
SAGEConv,cora,0.8093676814988291
SAGEConv,cora,0.810304449648712
SAGEConv,cora,0.7985948477751756
SAGEConv,cora,0.8229508196721311
SAGEConv,cora,0.8365339578454333
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8346604215456674
SAGEConv,cora,0.8299765807962529
SAGEConv,cora,0.8370023419203747
SAGEConv,cora,0.8309133489461358
SAGEConv,cora,0.8365339578454333
SAGEConv,cora,0.8365339578454333
SAGEConv,cora,0.8388758782201405
SAGEConv,cora,0.8309133489461358
SAGEConv,cora,0.8402810304449648
SAGEConv,cora,0.8426229508196721
SAGEConv,cora,0.8360655737704918
SAGEConv,cora,0.8276346604215457
SAGEConv,cora,0.8379391100702576
SAGEConv,cora,0.8295081967213115
SAGEConv,cora,0.8346604215456674
SAGEConv,cora,0.8379391100702576
SAGEConv,cora,0.8346604215456674
SAGEConv,cora,0.7929742388758783
SAGEConv,cora,0.7775175644028103
SAGEConv,cora,0.7859484777517565
SAGEConv,cora,0.7943793911007025
SAGEConv,cora,0.7868852459016393
SAGEConv,cora,0.7845433255269321
SAGEConv,cora,0.7934426229508197
SAGEConv,cora,0.789695550351288
SAGEConv,cora,0.7845433255269321
SAGEConv,cora,0.795784543325527
SAGEConv,cora,0.7967213114754098
SAGEConv,cora,0.7943793911007025
SAGEConv,cora,0.785480093676815
SAGEConv,cora,0.7433255269320843
SAGEConv,cora,0.7934426229508197
SAGEConv,cora,0.7911007025761124
SAGEConv,cora,0.805152224824356
SAGEConv,cora,0.790632318501171
SAGEConv,cora,0.7915690866510539
SAGEConv,cora,0.775175644028103
SAGEConv,cora,0.8074941451990633
SAGEConv,cora,0.8140515222482435
SAGEConv,cora,0.8074941451990633
SAGEConv,cora,0.7901639344262295
SAGEConv,cora,0.8018735362997658
SAGEConv,cora,0.8018735362997658
SAGEConv,cora,0.7784543325526933
SAGEConv,cora,0.7939110070257611
SAGEConv,cora,0.7817330210772834
SAGEConv,cora,0.7887587822014052
SAGEConv,cora,0.785480093676815
SAGEConv,cora,0.8182669789227166
SAGEConv,cora,0.8093676814988291
SAGEConv,cora,0.804215456674473
SAGEConv,cora,0.7845433255269321
SAGEConv,cora,0.7690866510538642
SAGEConv,cora,0.8079625292740047
SAGEConv,cora,0.8098360655737705
SAGEConv,cora,0.7709601873536299
SAGEConv,cora,0.7793911007025761
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8131147540983606
SAGEConv,cora,0.8285714285714286
SAGEConv,cora,0.8135831381733021
SAGEConv,cora,0.8154566744730679
SAGEConv,cora,0.8056206088992974
SAGEConv,cora,0.8060889929742389
SAGEConv,cora,0.8140515222482435
SAGEConv,cora,0.8163934426229508
SAGEConv,cora,0.8079625292740047
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8201405152224824
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.7995316159250585
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8163934426229508
SAGEConv,cora,0.8206088992974239
SAGEConv,cora,0.8257611241217798
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8355971896955503
SAGEConv,cora,0.8285714285714286
SAGEConv,cora,0.8243559718969555
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8238875878220141
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8290398126463701
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.8266978922716628
SAGEConv,cora,0.8299765807962529
SAGEConv,cora,0.8327868852459016
SAGEConv,cora,0.8285714285714286
SAGEConv,cora,0.818735362997658
SAGEConv,cora,0.8318501170960187
SAGEConv,cora,0.8192037470725996
SAGEConv,cora,0.8201405152224824
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.8295081967213115
SAGEConv,cora,0.8318501170960187
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.8262295081967214
SAGEConv,cora,0.8234192037470726
SAGEConv,cora,0.814519906323185
SAGEConv,cora,0.8276346604215457
SAGEConv,cora,0.8201405152224824
SAGEConv,cora,0.8182669789227166
SAGEConv,cora,0.8276346604215457
SAGEConv,cora,0.8159250585480093
SAGEConv,cora,0.8112412177985948
SAGEConv,cora,0.819672131147541
SAGEConv,cora,0.8271662763466042
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.8346604215456674
SAGEConv,cora,0.8290398126463701
SAGEConv,cora,0.8281030444964871
SAGEConv,cora,0.824824355971897
SAGEConv,cora,0.819672131147541
SAGEConv,citeseer,0.7635359116022099
SAGEConv,citeseer,0.7569060773480663
SAGEConv,citeseer,0.7397790055248619
SAGEConv,citeseer,0.7541436464088398
SAGEConv,citeseer,0.7574585635359116
SAGEConv,citeseer,0.7469613259668508
SAGEConv,citeseer,0.7502762430939226
SAGEConv,citeseer,0.7475138121546961
SAGEConv,citeseer,0.7486187845303868
SAGEConv,citeseer,0.7303867403314918
SAGEConv,citeseer,0.7607734806629834
SAGEConv,citeseer,0.7469613259668508
SAGEConv,citeseer,0.7419889502762431
SAGEConv,citeseer,0.7364640883977901
SAGEConv,citeseer,0.7447513812154696
SAGEConv,citeseer,0.7530386740331492
SAGEConv,citeseer,0.7187845303867403
SAGEConv,citeseer,0.7602209944751381
SAGEConv,citeseer,0.7524861878453039
SAGEConv,citeseer,0.7469613259668508
SAGEConv,citeseer,0.7
SAGEConv,citeseer,0.7060773480662983
SAGEConv,citeseer,0.7232044198895028
SAGEConv,citeseer,0.7082872928176795
SAGEConv,citeseer,0.7099447513812155
SAGEConv,citeseer,0.6729281767955801
SAGEConv,citeseer,0.7060773480662983
SAGEConv,citeseer,0.7104972375690608
SAGEConv,citeseer,0.7077348066298342
SAGEConv,citeseer,0.7071823204419889
SAGEConv,citeseer,0.6895027624309392
SAGEConv,citeseer,0.7104972375690608
SAGEConv,citeseer,0.7226519337016575
SAGEConv,citeseer,0.7033149171270718
SAGEConv,citeseer,0.7165745856353591
SAGEConv,citeseer,0.6906077348066298
SAGEConv,citeseer,0.6977900552486188
SAGEConv,citeseer,0.7022099447513812
SAGEConv,citeseer,0.7005524861878453
SAGEConv,citeseer,0.7093922651933702
SAGEConv,citeseer,0.7331491712707182
SAGEConv,citeseer,0.7110497237569061
SAGEConv,citeseer,0.7121546961325966
SAGEConv,citeseer,0.7254143646408839
SAGEConv,citeseer,0.7027624309392265
SAGEConv,citeseer,0.7237569060773481
SAGEConv,citeseer,0.7176795580110498
SAGEConv,citeseer,0.7138121546961326
SAGEConv,citeseer,0.7243093922651934
SAGEConv,citeseer,0.7
SAGEConv,citeseer,0.712707182320442
SAGEConv,citeseer,0.7143646408839779
SAGEConv,citeseer,0.7171270718232045
SAGEConv,citeseer,0.7287292817679558
SAGEConv,citeseer,0.7331491712707182
SAGEConv,citeseer,0.7165745856353591
SAGEConv,citeseer,0.7254143646408839
SAGEConv,citeseer,0.7215469613259669
SAGEConv,citeseer,0.7287292817679558
SAGEConv,citeseer,0.7209944751381215
SAGEConv,citeseer,0.7375690607734806
SAGEConv,citeseer,0.7353591160220995
SAGEConv,citeseer,0.7187845303867403
SAGEConv,citeseer,0.7364640883977901
SAGEConv,citeseer,0.7176795580110498
SAGEConv,citeseer,0.7215469613259669
SAGEConv,citeseer,0.7099447513812155
SAGEConv,citeseer,0.7254143646408839
SAGEConv,citeseer,0.7160220994475138
SAGEConv,citeseer,0.7370165745856354
SAGEConv,citeseer,0.7292817679558011
SAGEConv,citeseer,0.7276243093922652
SAGEConv,citeseer,0.7022099447513812
SAGEConv,citeseer,0.7370165745856354
SAGEConv,citeseer,0.7226519337016575
SAGEConv,citeseer,0.7232044198895028
SAGEConv,citeseer,0.7237569060773481
SAGEConv,citeseer,0.7314917127071823
SAGEConv,citeseer,0.6955801104972376
SAGEConv,citeseer,0.7353591160220995
SAGEConv,citeseer,0.7154696132596685
SAGEConv,citeseer,0.7093922651933702
SAGEConv,citeseer,0.7088397790055249
SAGEConv,citeseer,0.6928176795580111
SAGEConv,citeseer,0.7143646408839779
SAGEConv,citeseer,0.7066298342541436
SAGEConv,citeseer,0.7055248618784531
SAGEConv,citeseer,0.7088397790055249
